dQP,PRED_MODE,PU_SIZE,BITS,DISTORTION,BEST_COST,BEST_BINS,SIDE_INFO,SAD,MSE,COST_2Nx2N,COST_MSM,COST_2NxN,COST_Nx2N,RATIO_2Nx2N-MSM,REL_RATIO_2Nx2N-MSM,RATIO_BEST_2Nx2N,RATIO_BEST-MSM,REL_RATIO_BEST-MSM,TU_DEPTH,CBF,NON-Z-COEFF,REF_IDX,MV_MOD_INT,MV_MOD_FRAC,PREDMV_MOD_INT,PREDMV_MOD_FRAC,MVD_MOD_INT,MVD_MOD_FRAC,MVP_IDX,INTER_DIR,FME,COLOC_SPLIT,UP_SPLIT,LEFT_SPLIT,UPLEFT_SPLIT,UPRIGHT_SPLIT,CTX_SPLIT,COLOC_DEPTH,UP_DEPTH,LEFT_DEPTH,UPLEFT_DEPTH,UPRIGHT_DEPTH,CTX_DEPTH,AVG_NEIGH_DEPTH,SPLIT
3,2,6,72,636280,844842,1,0.246865,49512,267.257,925768,995474,918859,874801,0.929977,0.070023,0.912585,0.848683,0.151317,2,1,1,0,1,0,1,0,0,0,-1,3,0,2,1,1,0,1,5,2.5,3,1,0,3,1.58333,1.29786,1
4,0,0,2,671837,685874,1,0.020466,32975,130.345,728141,685874,763181,757240,1.06163,0.061625,0.941952,1,0,0,0,3,0,5.09902,0.5,5.09902,0.5,0,0,-1,3,1,1,0,0,1,0,2,1,0,0,2,0,0.5,0.8281,1
3,2,2,91,820450,1.08405e+06,1,0.243161,53015,358.393,1.67099e+06,1.61133e+06,1.63451e+06,1.08405e+06,1.03702,0.037024,0.648745,0.672765,0.327235,2,1,3,0,7.28011,0.790569,7.28011,0.75,1,0.75,0,1,2,2,1,0,0,1,4,2,1,0,0,1,0.666667,0.830476,1
4,1,2,12,664576,748798,1,0.112476,29758,137.653,1.08761e+06,1.10401e+06,1.00457e+06,748798,0.985145,0.014855,0.688478,0.67825,0.32175,0,0,1,0,4,0.790569,4,0.790569,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,1
3,1,5,16,554168,600515,1,0.077179,30181,131.699,662424,636129,613804,662875,1.04134,0.041336,0.906542,0.944014,0.055986,0,0,2,0,1,0.5,1,0.5,0,0,-1,1,1,1,1,1,1,1,5,0.5,1,2,2,1,1.08333,1.55355,1
3,1,2,38,288631,398705,1,0.276079,21966,57.5146,657858,803687,741538,398705,0.818549,0.181451,0.606066,0.496095,0.503905,0,0,1,-1,0,0,0,0,0,0,-1,2,0,2,1,0,0,1,4,1.5,1,0,0,1,0.583333,0.944582,1
3,1,2,27,257133,335344,1,0.233225,23265,91.467,698643,494561,474212,335344,1.41265,0.412651,0.479993,0.678063,0.321937,0,0,1,0,7,0.5,7,0.5,0,0,0,1,1,2,1,0,0,1,4,1.5,3,0,0,3,1.25,1.20513,1
2,2,6,106,754771,998476,1,0.244077,35131,183.202,1.04239e+06,1.10901e+06,1.02892e+06,1.06816e+06,0.939934,0.060066,0.957868,0.900333,0.099667,1,1,1,-1,0,0,0,0,0,0,-1,2,0,2,1,1,0,1,5,1.5,1,1,0,1,0.75,1.47579,1
4,1,6,14,1.0783e+06,1.17656e+06,1,0.083514,47235,348.179,1.75345e+06,1.59499e+06,1.61408e+06,1.54497e+06,1.09935,0.099351,0.670994,0.737658,0.262342,0,0,3,0,4,0.901388,4,0.901388,0,0,-1,3,2,2,1,0,1,1,5,2,1,0,1,1,0.833333,1.17024,1
2,2,6,75,1.1772e+06,1.34964e+06,1,0.127763,59210,439.267,1.37726e+06,1.34851e+06,1.37329e+06,1.36911e+06,1.02132,0.02132,0.97994,1.00083,0.000833,2,1,1,0,18.0278,0.707107,19.0263,0.790569,2,0.353553,0,3,1,2,1,1,1,1,6,2,2,1,1,2,1.33333,1.57526,1
3,2,6,30,679596,766497,1,0.113374,38833,203.194,833384,775216,782847,839400,1.07503,0.075035,0.91974,0.988752,0.011248,1,1,1,0,9,0.790569,9,0.790569,0,0,-1,3,2,1,0,1,1,0,3,1,0,3,3,0,1.16667,0.918531,1
1,2,7,176,384473,484837,1,0.207006,27484,79.0811,511530,799999,521128,485094,0.639413,0.360587,0.947817,0.606047,0.393953,1,1,2,0,27.074,0.5,26.0768,0.353553,1.41421,0.790569,1,3,1,1,1,1,1,1,5,3,1,1,1,1,1.4,1.69153,1
2,2,6,189,727552,1.16208e+06,1,0.373924,39072,158.882,1.22869e+06,1.3647e+06,1.27986e+06,1.29921e+06,0.900341,0.099659,0.94579,0.851533,0.148467,2,1,1,-1,0,0,0,0,0,0,-1,2,0,2,0,0,0,0,2,3,0,0,0,0,0.5,0.781106,1
2,2,7,61,621679,761924,1,0.184067,43198,213.145,1.1194e+06,1.12688e+06,1.09639e+06,1.12764e+06,0.993356,0.006644,0.680657,0.676135,0.323865,2,1,1,-1,0,0,0,0,0,0,-1,2,0,2,1,1,1,1,6,2,3,1,1,3,1.66667,1.6892,1
4,0,0,3,951465,972520,1,0.02165,37453,210.232,1.03861e+06,965502,1.04271e+06,1.05356e+06,1.07572,0.075718,0.936369,1.00727,0.007269,0,0,1,0,1,0.25,1,0.25,0,0,-1,3,2,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.529057,1
4,1,2,13,305097,396337,1,0.230208,22043,61.1306,510570,621830,490483,396337,0.821077,0.178923,0.776264,0.637372,0.362628,0,0,2,0,3.60555,0.790569,3.60555,0.790569,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,2,224,510311,638047,1,0.200199,30945,120.947,638921,645070,644874,638047,0.990468,0.009532,0.998632,0.989112,0.010888,2,1,13,1,4,0.25,3,0.5,0,0.75,0,1,2,1,0,0,0,0,1,2,0,0,0,0,0.4,0.590909,1
1,2,6,490,831680,1.1111e+06,1,0.251482,39795,162.202,1.13511e+06,1.21026e+06,1.17553e+06,1.13641e+06,0.9379,0.0621,0.978854,0.918067,0.081933,2,1,1,0,33.7343,0.790569,62.8172,0.901388,29.8329,0.901388,1,3,2,1,1,1,1,1,5,1,3,1,2,3,2,2.16794,1
3,2,7,91,764701,1.0283e+06,1,0.256344,52756,323.979,1.87608e+06,1.94738e+06,2.11684e+06,1.03116e+06,0.963387,0.036613,0.548111,0.528043,0.471957,1,1,2,0,7.28011,0.75,9.21954,0.901388,4,0.790569,0,1,2,2,1,0,0,1,4,2,2,0,0,2,1,0.991228,1
3,1,1,13,465809,503466,1,0.074795,28607,118.118,617938,511745,503466,635766,1.20751,0.207511,0.814751,0.983821,0.016179,0,0,4,0,1,0,1,0,0,0,-1,3,0,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.590461,1
3,2,6,90,938089,1.19879e+06,1,0.217471,49857,301.452,1.93408e+06,1.69799e+06,1.77425e+06,1.32458e+06,1.13904,0.139044,0.619824,0.706007,0.293993,2,1,1,0,1,0.5,1,0.5,0,0,0,1,1,2,1,1,0,1,5,2.5,1,1,0,1,0.916667,1.2083,1
4,0,0,3,326635,347690,1,0.060558,24676,80.103,537538,347690,464630,428230,1.54602,0.546024,0.64682,1,0,0,0,1,0,5,0.25,5,0.25,0,0,-1,3,2,1,1,0,0,1,3,0.5,1,0,0,1,0.416667,0.495994,1
4,1,7,14,552271,650530,1,0.151044,36658,193.348,1.21701e+06,1.09608e+06,1.15223e+06,924431,1.11033,0.110325,0.534533,0.593505,0.406495,0,0,2,0,4.12311,0.5,4.12311,0.5,0,0,-1,3,1,1,1,0,1,1,4,0.5,1,0,1,1,0.583333,0.572917,1
3,2,2,73,801212,1.01267e+06,1,0.208813,44942,261.042,1.95338e+06,1.55858e+06,1.7008e+06,1.00977e+06,1.2533,0.253304,0.51842,0.649738,0.350262,2,1,2,0,8,0.5,8,0.5,0,0,-1,3,1,2,1,0,0,1,4,2.5,2,0,0,2,1.08333,1.09536,1
4,0,0,2,641801,655838,1,0.021403,34828,121.366,816728,648819,814854,816640,1.25879,0.258792,0.803006,1.01082,0.010817,0,0,1,0,3.60555,0.75,3.60555,0.75,0,0,-1,3,2,2,1,0,0,1,4,1,1,0,0,1,0.5,0.884615,1
3,2,6,28,569066,650173,1,0.124747,36326,164.967,878963,698698,727665,650283,1.258,0.258002,0.739705,0.93055,0.06945,2,1,1,0,1,0.75,1,0.75,0,0,-1,3,2,2,1,0,1,1,5,1.5,1,0,1,1,0.75,0.993333,1
4,1,1,15,626425,731702,1,0.14388,34953,138.535,1.09185e+06,870586,731702,793255,1.25415,0.254154,0.67015,0.840471,0.159529,0,0,1,0,1,0.25,1,0.25,0,0,-1,3,2,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.606061,1
1,2,7,158,487491,577591,1,0.155992,30757,120.543,612970,609549,620779,580139,1.00561,0.005613,0.942281,0.947571,0.052429,1,1,1,0,2,0,2,0,0,0,-1,1,0,1,1,1,0,1,4,2,1,1,0,1,1,1.41946,1
3,2,7,101,607747,900313,1,0.32496,52483,275.424,1.33419e+06,1.26861e+06,1.41372e+06,1.11756e+06,1.05169,0.051693,0.674801,0.709684,0.290316,1,1,1,0,1,0.5,1,0.5,0,0,1,1,1,2,0,1,0,0,3,1.5,0,1,0,0,0.416667,1.30576,1
3,0,0,3,844352,853042,1,0.010187,39294,147.77,995178,850145,980360,936451,1.1706,0.170597,0.857176,1.00341,0.003407,0,0,1,0,12.0416,0.707107,12.0416,0.707107,0,0,-1,3,1,2,0,0,0,0,2,1.5,0,0,0,0,0.25,0.684211,1
4,1,4,15,510107,615384,1,0.171075,38117,215.24,1.06543e+06,926234,694702,1.00526e+06,1.15028,0.150281,0.577593,0.664394,0.335606,0,0,11,0,1,0.25,1,0.25,0,0,-1,3,2,2,1,1,0,1,5,2,1,1,0,1,0.833333,0.862471,1
3,2,7,80,858093,1.08983e+06,1,0.212635,59969,374.459,1.20681e+06,1.18074e+06,1.24643e+06,1.09575e+06,1.02208,0.02208,0.903065,0.923004,0.076996,2,1,1,0,1,0.75,1,0.75,0,0,-1,3,2,2,1,1,1,1,6,2,1,1,1,1,1,1.52897,1
1,2,0,387,1.05306e+06,1.27375e+06,1,0.173258,55782,334.478,1.28935e+06,1.27375e+06,1.27831e+06,1.27979e+06,1.01225,0.012245,0.987904,1,0,1,1,7,0,4,0.5,4,0.5,0,0,-1,3,1,1,0,0,0,0,1,3,0,0,0,0,0.6,0.938249,1
2,2,2,60,578226,716172,1,0.192616,36942,173.035,714977,792945,729706,713873,0.901673,0.098327,1.00167,0.903181,0.096819,1,1,4,0,13.0384,1.06066,9.48683,0.5,5.09902,0.353553,0,3,2,2,0,0,0,0,2,1.5,0,0,0,0,0.25,0.615385,1
2,2,7,73,746286,914121,1,0.183602,59174,329.528,1.08346e+06,1.05587e+06,1.08725e+06,1.07196e+06,1.02613,0.026129,0.843705,0.865751,0.134249,1,1,1,-1,0,0,0,0,0,0,-1,2,0,2,0,1,1,0,4,1,0,2,1,0,0.666667,1.28224,1
1,3,0,264,231290,381836,380,0.394269,76273,489.873,483738,406534,546131,411238,1.18991,0.189908,0.789344,0.939247,0.060753,1,1,1,-1,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,5,1,1,1,1,1,1,1.52386,1
2,1,2,11,529536,554826,1,0.045582,27402,84.3613,596442,573175,569589,554826,1.04059,0.040593,0.930226,0.967987,0.032013,0,0,2,0,14.1421,0.5,14.1421,0.5,0,0,-1,3,1,2,0,1,1,0,4,1.5,0,1,1,0,0.583333,1.12757,1
3,2,7,121,1.15296e+06,1.50346e+06,1,0.233129,64688,397.119,2.14177e+06,1.96658e+06,1.98686e+06,1.72879e+06,1.08908,0.089082,0.70197,0.764503,0.235497,2,1,14,1,0,0.5,0,0.25,1,0.25,0,1,1,2,1,1,0,1,5,2.5,3,1,0,3,1.58333,1.50579,1
3,2,2,64,442342,627730,1,0.295331,30437,112.01,688713,628680,738702,624834,1.09549,0.09549,0.911455,0.998489,0.001511,2,1,6,0,12.3693,0.75,12.3693,0.75,0,0,-1,3,2,2,1,0,0,1,4,2,2,0,0,2,1,1.20854,1
4,2,0,36,481625,734290,1,0.344094,39697,212.801,805019,734290,804474,797456,1.09632,0.096323,0.91214,1,0,1,1,3,0,5.09902,0.5,5.09902,0.5,0,0,-1,3,1,1,0,0,0,0,1,1.5,0,0,0,0,0.25,0.377451,1
4,0,0,4,411156,439230,1,0.063916,23058,77.7476,646759,432211,475591,495929,1.49639,0.496395,0.679124,1.01624,0.016239,0,0,1,0,4.12311,0.559017,4.12311,0.559017,0,0,-1,3,2,1,1,1,1,1,5,0.5,1,1,1,1,0.75,0.666667,1
1,2,1,38,480906,502576,1,0.043117,33541,132.28,528275,532185,502005,525015,0.992654,0.007346,0.951352,0.944363,0.055637,1,1,9,0,4,0.5,4,0.5,0,0,-1,3,1,1,1,0,0,1,3,3,1,0,0,1,1,0.67027,1
1,2,0,38,147372,169042,1,0.12819,19659,37.2664,173482,167901,168909,175068,1.03324,0.033237,0.974407,1.00679,0.006793,1,1,1,0,39.8121,0.25,39.8121,0.25,0,0,-1,3,2,1,1,1,1,1,5,1,1,1,1,1,1,1.47614,1
2,2,7,72,962949,1.12848e+06,1,0.146688,50875,355.458,1.16963e+06,1.1347e+06,1.15769e+06,1.14077e+06,1.03079,0.030786,0.96482,0.994523,0.005477,1,1,1,1,2,0,2,0,0,0,-1,3,0,2,1,0,0,1,4,2,1,0,0,1,0.666667,1.20148,1
2,2,0,50,560715,675670,1,0.170135,44406,244.574,709391,675670,691764,689465,1.04991,0.049907,0.952465,1,0,1,1,11,0,2,0.559017,2,0.559017,0,0,-1,3,2,2,0,1,1,0,4,2.5,0,1,1,0,0.75,1.27675,1
4,1,1,16,627059,739354,1,0.151883,35103,114.029,875688,798485,739354,849090,1.09669,0.096687,0.844313,0.925947,0.074053,0,0,1,0,1,0.25,1,0.25,0,0,-1,3,2,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.606061,1
3,2,2,64,594856,780244,1,0.237603,39478,180.664,877290,987186,1.02117e+06,777348,0.888677,0.111323,0.88938,0.790372,0.209628,1,1,6,0,1,0.5,1,0.5,0,0,-1,3,1,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.327273,1
2,1,0,42,406251,502813,1,0.192044,24605,68.2927,502813,720709,625334,519812,0.697665,0.302335,1,0.697665,0.302335,0,0,1,1,9.84886,0.75,21.5407,0.5,11.7047,0.75,1,3,2,2,0,0,0,0,2,3,0,0,0,0,0.5,1.02956,1
1,3,0,710,625421,1.0303e+06,802,0.392971,70649,661.837,1.1144e+06,1.32873e+06,1.17515e+06,1.17704e+06,0.838696,0.161304,0.92453,0.775399,0.224601,1,1,9,-1,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,5,1,2,1,2,2,1.6,2.08784,1
3,1,7,43,766682,891240,1,0.139758,34617,159.513,1.04756e+06,1.1924e+06,1.10731e+06,1.17232e+06,0.87853,0.12147,0.85078,0.747435,0.252565,0,0,2,0,8.06226,0.790569,6.08276,0.25,2.23607,0.25,1,3,2,2,1,1,0,1,5,1.5,2,2,0,2,1.25,1.49699,1
2,2,7,86,877584,1.07531e+06,1,0.183876,52471,293.052,1.23856e+06,1.23508e+06,1.43046e+06,1.16604e+06,1.00282,0.002816,0.868192,0.870637,0.129363,1,1,20,0,2,0.5,2,0.5,0,0,0,1,1,2,1,1,0,1,5,2.5,1,1,0,1,0.916667,1.74712,1
1,2,0,226,771909,900786,1,0.143071,42205,209.043,900215,904543,907897,908534,0.995216,0.004784,1.00063,0.995847,0.004153,1,1,3,0,4,0.25,4,0.5,0,0.25,0,3,2,1,1,1,1,1,5,2,2,2,2,2,2,2.13774,1
3,1,5,18,711713,763853,1,0.06826,41572,229.267,961304,932337,1.06268e+06,987324,1.03107,0.031069,0.794601,0.819289,0.180711,0,0,5,0,1,0.75,1,0.75,0,0,-1,3,2,2,0,1,0,0,3,1,0,1,0,0,0.333333,0.868734,1
2,2,2,112,888633,1.14613e+06,1,0.224668,54450,304.537,1.17761e+06,1.3167e+06,1.2052e+06,1.14153e+06,0.894364,0.105636,0.973271,0.870459,0.129541,1,1,3,0,2,0.75,2,0.75,0,0,-1,1,2,2,1,1,1,1,6,2,1,1,1,1,1,1.54532,1
4,1,7,14,1.05311e+06,1.15137e+06,1,0.085341,42111,229.702,1.27483e+06,1.1628e+06,1.24178e+06,1.16358e+06,1.09635,0.09635,0.903152,0.99017,0.00983,0,0,2,0,1,0.25,1,0.25,0,0,-1,3,2,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.439394,1
2,2,1,44,527344,628505,1,0.160954,29796,104.223,706928,800477,626206,709352,0.883134,0.116866,0.889064,0.785163,0.214837,1,1,3,0,13,0.790569,13,0.790569,0,0,-1,3,2,2,1,1,1,1,6,1.5,1,1,1,1,0.916667,1.53125,1
3,1,2,7,873683,893960,1,0.022682,36462,178.642,948196,910520,939487,893960,1.04138,0.041379,0.942801,0.981812,0.018188,0,0,1,1,1,0,1,0,0,0,-1,1,0,2,1,0,0,1,4,2,1,0,0,1,0.666667,0.704301,1
2,1,4,44,663141,764302,1,0.132357,35197,123.226,840019,917630,786404,853034,0.915422,0.084578,0.909862,0.832908,0.167092,0,0,2,1,14.5602,0.559017,14.3178,0.790569,1.41421,0.25,1,1,2,2,1,0,1,1,5,1,1,0,2,1,0.833333,1.20925,1
1,3,0,167,318798,414030,205,0.230012,64825,1027.24,472031,461130,478697,493525,1.02364,0.023639,0.877124,0.897859,0.102141,2,1,1,-1,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,2,2,0,2,0,0,0.8,1.0063,1
3,0,0,4,884024,895611,1,0.012937,39570,170.386,922016,892714,923680,912991,1.03282,0.032824,0.971361,1.00324,0.003245,0,0,1,0,1,0.75,1,0.75,0,0,-1,3,2,2,0,1,0,0,3,1.5,0,1,0,0,0.416667,1.1338,1
1,2,7,223,504701,631867,1,0.201254,32383,121.583,836283,759321,739858,766237,1.10136,0.101357,0.755565,0.832147,0.167853,1,1,1,1,4,0.5,4,0.5,0,0,-1,1,1,1,1,1,1,1,5,1,1,2,2,1,1.4,1.95224,1
2,2,0,69,850002,1.00864e+06,1,0.157279,47866,245.979,1.04701e+06,1.00864e+06,1.03245e+06,1.02332e+06,1.03804,0.038044,0.96335,1,0,1,1,1,0,2,0.75,2,0.75,0,0,-1,3,2,2,0,0,0,0,2,2.5,0,0,0,0,0.416667,0.943629,1
1,2,0,107,477365,538382,1,0.113334,34671,126.133,540571,537812,541000,546082,1.00513,0.005131,0.995951,1.00106,0.00106,1,1,10,0,2,0,2,0,0,0,-1,1,0,0,1,1,0,1,3,0,1,1,0,1,0.6,0.507692,1
3,1,4,51,765959,913690,1,0.161686,35131,143.099,1.10711e+06,1.07099e+06,938692,1.07674e+06,1.03373,0.033731,0.825291,0.853129,0.146871,0,0,1,0,8,0.5,8,0.5,0,0,-1,3,1,2,1,0,0,1,4,2.5,2,0,0,2,1.08333,0.97641,1
1,2,0,13,255315,262728,1,0.028216,22880,60.9121,266720,262728,277474,266744,1.01519,0.015193,0.985034,1,0,1,1,1,0,2,0,2,0,0,0,-1,1,0,1,0,1,0,0,2,1,0,1,0,0,0.4,1,1
1,2,0,122,518558,588129,1,0.118291,33415,134.785,591550,587558,591692,590410,1.00679,0.006794,0.994216,1.00097,0.000971,1,1,23,0,3,0.5,3,0.5,0,0,-1,1,1,1,0,1,0,0,2,1,0,1,0,0,0.4,0.848,1
2,2,6,232,1.07731e+06,1.61071e+06,1,0.331154,48098,299.498,1.73297e+06,1.69723e+06,1.74606e+06,1.88062e+06,1.02106,0.021057,0.929447,0.949019,0.050981,2,1,4,1,29.0172,0.353553,26,0.5,2.82843,0.790569,0,3,2,2,1,0,0,1,4,2.5,2,0,0,2,1.08333,1.05908,1
3,1,0,19,272872,327909,1,0.167843,18586,55.9854,325012,355301,356516,336599,0.914752,0.085248,1.00891,0.922905,0.077095,0,0,4,-1,0,0,0,0,0,0,-1,2,0,1,1,1,1,1,5,0.5,1,1,1,1,0.75,1.21558,1
1,2,2,108,307748,369335,1,0.166751,22124,59.3418,540819,466339,613673,368195,1.15971,0.159713,0.682918,0.791989,0.208011,1,1,1,0,3,0.75,3,0.75,0,0,-1,1,2,1,1,1,0,1,4,1,1,1,0,1,0.8,1.21429,1
3,1,7,28,654689,735796,1,0.110231,41932,178.532,1.30778e+06,1.22406e+06,1.32754e+06,865405,1.0684,0.068397,0.562631,0.601114,0.398886,0,0,2,-1,0,0,0,0,0,0,-1,2,0,2,1,0,0,1,4,1,2,0,0,2,0.833333,0.934656,1
4,1,7,19,885631,1.01898e+06,1,0.130867,42456,183.016,1.30759e+06,1.0801e+06,1.24014e+06,1.07679e+06,1.21062,0.210617,0.779281,0.943411,0.056589,0,0,1,1,4.12311,0.5,4.12311,0.75,1,0.25,0,1,1,2,1,1,1,1,6,1,1,1,1,1,0.833333,1.05537,1
2,2,7,89,616413,821033,1,0.249223,38060,179.548,912602,856715,993430,851823,1.06523,0.065234,0.899662,0.958351,0.041649,1,1,16,0,2,0.25,2,0.25,0,0,-1,3,2,2,0,1,0,0,3,1.5,0,1,0,0,0.416667,0.949029,1
2,2,2,223,1.00457e+06,1.51727e+06,1,0.337909,38807,152.992,1.69206e+06,1.70104e+06,1.79669e+06,1.51497e+06,0.994718,0.005282,0.896703,0.891966,0.108034,2,1,1,1,92.5419,0.790569,110.223,0.5,18.1108,0.790569,0,3,2,2,1,0,0,1,4,2,1,0,0,1,0.666667,1.76234,1
4,1,2,46,746087,1.06894e+06,1,0.302029,42179,302.057,1.33535e+06,1.52439e+06,1.31644e+06,1.06192e+06,0.875993,0.124007,0.800491,0.701224,0.298776,0,0,3,0,5.38516,0.25,5.38516,0.25,0,0,-1,3,2,2,1,1,1,1,6,1,2,1,1,2,1.16667,1.40024,1
2,2,1,145,673121,1.00649e+06,1,0.33122,46576,216.898,1.28038e+06,1.22896e+06,1.00419e+06,1.273e+06,1.04184,0.041845,0.786087,0.818981,0.181019,1,1,2,0,19,0.559017,18,0.25,1.41421,0.5,0,3,2,2,1,0,0,1,4,1,1,0,0,1,0.5,1.1226,1
3,2,2,39,524034,637005,1,0.177347,39394,172.784,839477,756092,722099,637005,1.11028,0.110285,0.758811,0.842497,0.157503,1,1,1,-1,0,0,0,0,0,0,-1,2,0,2,1,0,1,1,5,1,1,0,1,1,0.666667,0.879217,1
2,2,1,298,735844,1.42098e+06,1,0.482156,41919,188.941,1.43545e+06,1.44978e+06,1.41868e+06,1.47962e+06,0.990111,0.009889,0.98992,0.980131,0.019869,1,1,2,0,37.1618,0.25,47.5395,0.559017,10.4403,0.5,0,3,2,1,1,0,0,1,3,0.5,2,0,0,2,0.75,0.826923,1
4,0,0,3,965278,986333,1,0.021347,39384,166.858,1.17603e+06,986333,1.09256e+06,1.0495e+06,1.19233,0.192327,0.838696,1,0,0,0,1,0,1,0.25,1,0.25,0,0,-1,3,2,2,0,1,0,0,3,2,0,1,0,0,0.5,0.856061,1
1,2,1,349,500295,699312,1,0.28459,29895,96.5637,756486,830977,698742,748693,0.910357,0.089643,0.924422,0.841554,0.158446,1,1,1,1,84.0119,1.06066,85.9884,0,1.41421,0.790569,0,1,2,1,1,0,0,1,3,1,1,0,0,1,0.6,1.50379,1
4,1,7,16,620108,732403,1,0.153325,34475,153.522,1.19103e+06,748431,1.01779e+06,791232,1.59137,0.591367,0.614934,0.978585,0.021415,0,0,2,0,1,0.25,1,0.25,0,0,-1,3,2,2,0,0,0,0,2,2,0,0,0,0,0.333333,0.567568,1
3,0,0,4,762211,773798,1,0.014974,33586,132.081,786713,773798,839161,821475,1.01669,0.016691,0.983583,1,0,0,0,1,0,8.24621,0.901388,8.24621,0.901388,0,0,-1,3,2,2,1,0,0,1,4,1.5,1,0,0,1,0.583333,0.809744,1
2,2,7,147,542311,880279,1,0.383933,38224,167.901,1.02748e+06,1.50485e+06,1.08442e+06,1.07203e+06,0.682777,0.317223,0.856739,0.584962,0.415038,2,1,2,0,17.1172,0.559017,31.4006,0.75,15.1327,0.707107,0,3,2,2,0,1,0,0,3,2,0,1,0,0,0.5,0.920868,1
1,2,4,220,564230,689685,1,0.181902,34270,117.941,773288,843310,733267,786164,0.916967,0.083033,0.891887,0.817831,0.182169,2,1,7,0,30.0666,0.559017,30.0666,0.559017,0,0,-1,1,2,1,0,1,1,0,3,3,0,3,3,0,1.8,1.7466,1
4,1,2,16,832455,944750,1,0.118863,41683,302.319,1.67015e+06,1.82104e+06,1.82617e+06,944750,0.917141,0.082859,0.565669,0.518799,0.481201,0,0,9,0,4.12311,0.75,4.47214,0.901388,1,0.5,0,1,2,2,0,0,0,0,2,1.5,0,0,0,0,0.25,0.62987,1
1,1,7,25,20328,20773.5,1,0.021446,6523,4.29517,21371.9,21372.1,21228.9,21036.7,0.99999,1e-05,0.971999,0.97199,0.02801,0,0,1,0,15.2971,0.25,15.8114,1.06066,3,0.559017,0,3,2,1,1,1,1,1,5,2,1,1,1,1,1.2,0.989474,0
3,1,5,23,52071,53632.5,1,0.029115,9437,9.66577,56909.1,54754.8,54164.9,53866.2,1.03934,0.039345,0.942424,0.979503,0.020497,0,0,7,0,4,0.25,4,0.25,0,0,0,3,2,2,1,1,1,1,6,2,1,1,1,1,1,1.25429,0
3,1,2,7,29550,30025.2,1,0.015828,7182,5.30176,30399.8,30369.8,30947.5,30025.2,1.00099,0.000989,0.987678,0.988655,0.011345,0,0,1,0,4,0.5,4,0.5,0,0,-1,1,1,1,0,0,0,0,1,1.5,0,0,0,0,0.25,0.869048,0
4,1,4,8,106384,107773,1,0.012889,15879,25.1575,122270,108706,108318,110961,1.12478,0.124777,0.881433,0.991416,0.008584,0,0,6,1,1.41421,0.707107,1.41421,0.707107,0,0,-1,3,1,2,0,0,0,0,2,1,0,0,0,0,0.166667,1.28846,0
2,0,0,6,13647,13952.3,1,0.021885,5348,2.91553,14900.9,13952.3,14504.4,14354.3,1.06798,0.067982,0.936345,1,0,0,0,1,1,8.24621,0.353553,8.24621,0.353553,0,0,-1,3,2,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.878788,0
4,0,0,1,29098,29271.6,1,0.005932,7419,5.61108,31355.2,29271.6,30487.1,32185.1,1.07118,0.071182,0.933548,1,0,0,0,1,1,5,0,5,0,0,0,-1,3,0,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.813333,0
3,0,0,1,29077,29144.9,1,0.002329,7463,5.84399,30195.3,29144.9,29755.9,29891.7,1.03604,0.03604,0.965214,1,0,0,0,1,0,4,0.75,4,0.75,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
2,0,0,7,43930,44286.2,1,0.008044,8542,7.99756,44591.6,44184.5,45267.6,44438.9,1.00921,0.009214,0.993152,1.0023,0.002304,0,0,3,0,5,0.5,5,0.5,0,0,-1,3,1,2,1,1,1,1,6,1.5,1,1,2,1,1.08333,1.8388,0
3,0,0,4,21935,22206.6,1,0.012229,6634,4.396,22885.5,22206.6,22953.4,22749.7,1.03057,0.030573,0.970334,1,0,0,0,12,0,4,0.75,4,0.75,0,0,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,2,35499,35846.3,1,0.009688,8263,7.04565,38103.5,35846.3,37409,36888.1,1.06297,0.06297,0.94076,1,0,0,0,5,0,2,0.75,2,0.75,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
4,1,2,22,42247,46066.9,1,0.082922,8595,8.86401,48516.8,46324.6,47013.8,46066.9,1.04732,0.047321,0.949505,0.994437,0.005563,0,0,2,1,4,0,4,0,0,0,-1,3,0,2,0,0,0,0,2,1.5,0,0,0,0,0.25,0.537829,0
