dQP,PRED_MODE,PU_SIZE,BITS,DISTORTION,BEST_COST,BEST_BINS,SIDE_INFO,SAD,MSE,COST_2Nx2N,COST_MSM,COST_2NxN,COST_Nx2N,RATIO_2Nx2N-MSM,REL_RATIO_2Nx2N-MSM,RATIO_BEST_2Nx2N,RATIO_BEST-MSM,REL_RATIO_BEST-MSM,TU_DEPTH,CBF,NON-Z-COEFF,REF_IDX,MV_MOD_INT,MV_MOD_FRAC,PREDMV_MOD_INT,PREDMV_MOD_FRAC,MVD_MOD_INT,MVD_MOD_FRAC,MVP_IDX,INTER_DIR,FME,COLOC_SPLIT,UP_SPLIT,LEFT_SPLIT,UPLEFT_SPLIT,UPRIGHT_SPLIT,CTX_SPLIT,COLOC_DEPTH,UP_DEPTH,LEFT_DEPTH,UPLEFT_DEPTH,UPRIGHT_DEPTH,CTX_DEPTH,AVG_NEIGH_DEPTH,SPLIT
3,0,0,2,52772,53322.8,1,0.01033,8946,8.97266,57177.4,53322.8,55647.4,55074.7,1.07229,0.072288,0.932585,1,0,0,0,1,0,3,0.5,3,0.5,0,0,-1,3,1,2,0,0,0,0,2,2,0,0,0,0,0.333333,0.826923,0
3,0,0,1,138195,138470,1,0.001989,15617,23.8367,142602,138470,141500,141225,1.02984,0.029835,0.97103,1,0,0,0,1,0,3,0.559017,3,0.559017,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
2,0,0,3,74251,74878.3,1,0.008377,12444,16.0962,77387.4,74669.2,76760.1,78570,1.0364,0.036403,0.967577,1.0028,0.0028,0,0,1,0,5,0.25,5,0.25,0,0,-1,3,2,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.462121,0
4,0,0,1,127473,128169,1,0.005433,15500,23.873,137969,128169,135829,135150,1.07646,0.076462,0.928969,1,0,0,0,3,0,1,0,1,0,0,0,-1,3,0,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.25641,0
4,0,0,3,159529,161618,1,0.012925,15543,25.3933,165321,161618,172980,172948,1.02291,0.022911,0.977602,1,0,0,0,1,0,0,0.901388,0,0.901388,0,0,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,25813,26509.3,1,0.026267,7211,4.91577,36189.8,26509.3,35404.5,31396.6,1.36517,0.365173,0.732508,1,0,0,0,1,-1,0,0,0,0,0,0,-1,2,0,0,0,1,1,0,2,0,0,1,1,0,0.333333,0.333333,0
4,0,0,1,143144,143840,1,0.004841,15719,24.5627,154411,143840,152196,150804,1.07349,0.07349,0.931541,1,0,0,0,2,0,2,0.5,2,0.5,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,22,40872,42116.7,1,0.029553,9161,8.73657,42434.9,42451.7,42363.9,42716.6,0.999605,0.000395,0.9925,0.992107,0.007893,0,0,1,0,11,0.5,11,0.5,0,0,-1,3,1,0,1,0,1,1,3,0,2,0,2,2,1.2,1.256,0
2,0,0,1,115962,116171,1,0.0018,14531,23.1067,119441,116171,117844,117635,1.02814,0.028144,0.972626,1,0,0,0,3,0,5,0.559017,5,0.559017,0,0,-1,3,2,2,1,0,0,1,4,2,2,0,0,2,1,0.898674,0
4,1,0,15,148462,158907,1,0.065729,14937,23.3025,158907,161790,166566,165870,0.982177,0.017823,1,0.982177,0.017823,0,0,1,-1,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,3,221528,223617,1,0.009342,19351,41.5403,232660,223617,234421,233359,1.04044,0.040442,0.96113,1,0,0,0,1,0,0,0.901388,0,0.901388,0,0,-1,3,2,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.365591,0
4,0,0,0,35894,35894,1,0,7938,6.61231,46979.1,35894,43553.5,44946.2,1.30883,0.308829,0.764042,1,0,0,0,2,0,2,0.5,2,0.5,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,177037,177037,1,0,16283,36.032,187929,177037,184000,183304,1.06152,0.061523,0.942043,1,0,0,0,8,0,0,1.06066,0,1.06066,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
1,2,4,63,34531,38095.3,1,0.093562,8367,6.94556,40105.8,40833.7,38716.5,39318.4,0.982175,0.017825,0.94987,0.932938,0.067062,1,1,5,0,22.8254,0.25,22.8254,0.25,0,0,-1,3,2,1,1,1,1,1,5,3,2,2,2,2,2.2,1.95401,0
4,0,0,1,158802,159498,1,0.004366,16271,27.4661,164794,158802,165765,164756,1.03774,0.037735,0.967862,1.00439,0.004385,0,0,2,0,1,0.559017,1,0.559017,0,0,-1,3,2,1,0,1,0,0,2,0.5,0,1,0,0,0.25,0.552083,0
4,0,0,1,73992,74688.3,1,0.009323,11673,13.9133,82931.8,74688.3,83044.2,80955.2,1.11037,0.110372,0.900599,1,0,0,0,2,0,2,0.5,2,0.5,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,106610,106885,1,0.002577,14074,19.8896,111553,106885,110590,109595,1.04367,0.043673,0.958154,1,0,0,0,1,0,3,0.25,3,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.239583,0
4,0,0,1,139992,140688,1,0.004949,14991,26.7517,144314,140688,150681,146114,1.02577,0.02577,0.974878,1,0,0,0,2,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,1.5,0,0,0,0,0.25,0.384615,0
3,0,0,4,127548,128650,1,0.008563,14062,22.3354,130514,128374,130302,132337,1.01666,0.016665,0.985718,1.00215,0.002145,0,0,2,0,1.41421,0.790569,1.41421,0.790569,0,0,-1,3,2,2,0,0,0,0,2,2,0,0,0,0,0.333333,1.15686,0
3,0,0,1,95130,95405.4,1,0.002887,12551,17.0452,98440.8,95405.4,98566.2,98301.6,1.03182,0.031816,0.969165,1,0,0,0,5,0,2,0.25,2,0.25,0,0,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,78126,78822.3,1,0.008834,11662,13.7251,86792.8,78822.3,86481.8,87178.2,1.10112,0.10112,0.908166,1,0,0,0,2,0,2,0.75,2,0.75,0,0,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,19,219141,232371,1,0.056935,18989,36.8508,232371,238125,242652,239072,0.975835,0.024165,1,0.975835,0.024165,0,0,1,0,2,0.353553,2,0.559017,0,0.25,0,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.239583,0
3,1,7,12,47594,50899,1,0.064932,8535,9.56763,55644.1,54372.1,52449.4,51354.8,1.02339,0.023394,0.914724,0.936123,0.063877,0,0,4,0,7.07107,0.707107,7.07107,0.707107,0,0,-1,3,1,1,1,0,0,1,3,0.5,1,0,0,1,0.416667,0.789744,0
4,0,0,0,78831,78831,1,0,13154,17.8374,99787.2,78831,86490.5,88319.5,1.26584,0.265838,0.789991,1,0,0,0,2,0,1,0.559017,1,0.559017,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
4,0,0,1,153390,154086,1,0.004519,16917,28.3621,167068,154086,167875,159657,1.08425,0.08425,0.922297,1,0,0,0,1,0,1,0.5,1,0.5,0,0,-1,3,1,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.282051,0
4,0,0,1,93883,94579.3,1,0.007362,12223,15.5496,97812.2,94579.3,100947,100095,1.03418,0.034182,0.966948,1,0,0,0,2,0,1,0.25,1,0.25,0,0,-1,3,2,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.596491,0
3,1,4,19,230912,236145,1,0.02216,20536,42.418,242902,241333,239446,243973,1.0065,0.006503,0.972181,0.978503,0.021497,0,0,3,0,1,0.25,1,0.25,0,0,-1,3,2,2,1,0,1,1,5,2,1,0,1,1,0.833333,1.13702,0
4,0,0,1,169276,169972,1,0.004097,16144,28.8169,187681,169972,180416,178420,1.10419,0.104186,0.905644,1,0,0,0,1,0,1,0.353553,1,0.353553,0,0,-1,3,2,2,0,0,0,0,2,2.5,0,0,0,0,0.416667,0.64391,0
3,0,0,5,79753,81130.1,1,0.016974,12361,16.0569,84791.3,80854.7,83333.4,83526,1.04869,0.048688,0.956821,1.00341,0.003406,0,0,1,0,3,0.25,3,0.25,0,0,-1,3,2,1,0,1,1,0,3,0.5,0,2,2,0,0.75,0.878777,0
4,0,0,4,37657,40442.3,1,0.06887,7629,6.21167,46118.5,40442.3,54132,44455.5,1.14035,0.140353,0.876921,1,0,0,0,1,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.25,0
3,0,0,1,30779,31054.4,1,0.008869,7494,5.58008,33466.2,30779,34875.3,33392.8,1.08731,0.087306,0.927934,1.00895,0.008948,0,0,3,0,9.05538,0.75,9.05538,0.75,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.239583,0
4,0,0,4,151052,153837,1,0.018105,15731,30.9001,159915,153141,166533,156442,1.04423,0.044233,0.961995,1.00455,0.004547,0,0,3,0,0,0.5,0,0.5,0,0,-1,3,1,0,0,1,0,0,1,0,0,1,0,0,0.166667,0.295455,0
4,0,0,3,168114,170203,1,0.012273,17012,29.4702,175363,170203,180934,177938,1.03032,0.030318,0.970574,1,0,0,0,3,0,1,0.25,1,0.25,0,0,-1,3,2,1,0,0,0,0,1,1.5,0,0,0,0,0.25,0.38172,0
4,0,0,1,27282,27978.3,1,0.024888,7212,5.20508,36533.5,27978.3,39998.1,36334.2,1.30578,0.305778,0.765827,1,0,0,0,3,0,4.12311,0.559017,4.12311,0.559017,0,0,-1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,4,221544,224329,1,0.012416,19530,41.5571,227806,223633,229900,227811,1.01866,0.01866,0.984739,1.00311,0.003114,0,0,2,0,3.16228,0.353553,3.16228,0.353553,0,0,-1,3,2,2,0,1,1,0,4,1.5,0,1,1,0,0.583333,1.24004,0
4,0,0,3,71054,73143,1,0.02856,10253,11.7786,83371.5,73143,82626.2,78448.5,1.13984,0.139843,0.877314,1,0,0,0,2,0,1,0.559017,1,0.559017,0,0,-1,3,2,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.333333,0
4,0,0,2,111927,113320,1,0.012289,12790,20.5811,122040,113320,115844,121675,1.07695,0.076952,0.928547,1,0,0,0,3,0,1,0.5,1,0.5,0,0,-1,3,1,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.493333,0
4,0,0,6,89282,93459.9,1,0.044703,12334,18.8413,126809,93459.9,105297,101819,1.35683,0.356827,0.737014,1,0,0,0,3,0,0,0,0,0,0,0,-1,3,0,2,0,0,0,0,2,2,0,0,0,0,0.333333,0.512821,0
4,0,0,0,48445,48445,1,0,9751,9.90845,62144,48445,58259.8,54015.6,1.28277,0.282775,0.77956,1,0,0,0,2,0,2,0.5,2,0.5,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.239583,0
3,0,0,2,114708,115259,1,0.004779,14638,21.3032,115377,115259,119023,118013,1.00103,0.001027,0.998974,1,0,0,0,1,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
2,0,0,3,69126,69753.3,1,0.008993,12689,16.1409,72700,69335.1,69962.4,71635.1,1.04853,0.048531,0.959467,1.00603,0.006031,0,0,10,0,2.23607,0.559017,2.23607,0.559017,0,0,-1,3,2,2,1,1,1,1,6,1.5,1,1,2,1,1.08333,1.64343,0
4,0,0,0,24826,24826,1,0,6842,4.53516,37143.8,24826,30396.6,29003.9,1.49616,0.496164,0.668376,1,0,0,0,2,0,4,0.25,4,0.25,0,0,-1,3,2,0,0,0,1,0,1,0,0,0,1,0,0.166667,0.166667,0
2,0,0,1,79619,79828.1,1,0.002619,12468,15.6401,81836.5,79828.1,81428.1,81265.9,1.02516,0.025159,0.975459,1,0,0,0,1,0,5,0.25,5,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
4,0,0,1,111889,112585,1,0.006185,13362,19.2075,119426,112585,119549,121703,1.06076,0.060761,0.942719,1,0,0,0,2,0,1,0.25,1,0.25,0,0,-1,3,2,1,0,0,1,0,2,1.5,0,0,1,0,0.416667,0.473333,0
3,0,0,4,34675,35776.7,1,0.030793,7916,6.12842,41354.3,35776.7,39357,37980,1.1559,0.155903,0.865125,1,0,0,0,13,0,2,0.707107,2,0.707107,0,0,-1,3,1,1,1,0,1,1,4,1,1,0,2,1,0.833333,0.838578,0
4,0,0,1,65347,66043.3,1,0.010543,11549,13.4167,72818.2,66043.3,72310.2,70917.6,1.10258,0.102582,0.906962,1,0,0,0,1,0,2,0.5,2,0.5,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,120774,121049,1,0.002275,13177,18.115,127061,120774,124079,124630,1.05205,0.052052,0.952691,1.00228,0.00228,0,0,1,0,3,0.790569,3,0.790569,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.357143,0
3,0,0,1,30895,31170.4,1,0.008836,7451,5.70972,35178.2,31170.4,34450.4,33727.1,1.12858,0.128577,0.886072,1,0,0,0,2,0,8,0.5,8,0.5,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,146861,147279,1,0.002839,16383,28.9197,154112,147279,148325,151987,1.04639,0.046391,0.955666,1,0,0,0,1,0,5,0.5,5,0.5,0,0,-1,3,1,2,1,0,1,1,5,2.5,1,0,1,1,0.916667,1.56508,0
4,0,0,1,173923,174619,1,0.003988,15779,31.7258,184211,174619,180886,179494,1.05493,0.054932,0.947929,1,0,0,0,2,0,1,0.790569,1,0.790569,0,0,-1,3,2,2,0,0,0,0,2,2.5,0,0,0,0,0.416667,0.65035,0
4,0,0,4,123204,125989,1,0.022107,14846,24.5591,132952,125989,138523,132256,1.05527,0.055268,0.947626,1,0,0,0,2,1,1.41421,0.559017,1.41421,0.559017,0,0,-1,1,2,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.564516,0
2,0,0,2,74160,74578.2,1,0.005607,11552,14.4844,77609.6,74369.1,76362.3,75832.7,1.04357,0.043573,0.960941,1.00281,0.002812,0,0,3,0,5.09902,0.5,5.09902,0.5,0,0,-1,3,1,2,0,1,0,0,3,2,0,1,0,0,0.5,0.89641,0
4,0,0,0,138907,138907,1,0,15579,27.0906,148655,138907,149052,148510,1.07018,0.07018,0.934422,1,0,0,0,1,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.25641,0
4,0,0,0,19892,19892,1,0,5853,3.62134,31165.1,19892,27551.5,28944.2,1.56672,0.566716,0.638278,1,0,0,0,2,0,2,0.25,2,0.25,0,0,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,141720,141720,1,0,15434,25.7598,150410,141720,151123,154831,1.06132,0.061319,0.942224,1,0,0,0,2,0,1,0,1,0,0,0,-1,3,0,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.410853,0
4,0,0,0,16680,16680,1,0,5466,2.96826,28549.4,16680,23643.2,22946.9,1.7116,0.711597,0.58425,1,0,0,0,2,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
4,0,0,0,121186,121186,1,0,14404,21.9146,133859,121186,129439,127503,1.10458,0.104575,0.905325,1,0,0,0,1,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,1.5,0,0,0,0,0.25,0.383333,0
4,0,0,1,60927,61623.3,1,0.0113,11264,13.1133,71464.8,61623.3,67890.2,66272.6,1.1597,0.159704,0.862289,1,0,0,0,1,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
4,0,0,4,181312,184097,1,0.015129,17541,32.741,190640,183401,195325,194809,1.03947,0.03947,0.965681,1.0038,0.003797,0,0,2,0,0,1.06066,0,1.06066,0,0,-1,3,2,2,0,1,0,0,3,1,0,1,0,0,0.333333,0.735577,0
3,0,0,2,85688,86238.8,1,0.006387,12706,16.4277,90377.3,86238.8,89543.8,88766,1.04799,0.047988,0.954209,1,0,0,0,1,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.289474,0
2,0,0,4,75844,76680.4,1,0.010907,12491,15.5647,81351.3,76680.4,81343.1,78662,1.06091,0.060914,0.942583,1,0,0,0,1,0,4.12311,0.25,4.12311,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
3,0,0,1,78860,79135.4,1,0.00348,13189,17.3503,82927.5,79135.4,81433.4,84677.8,1.04792,0.047919,0.954272,1,0,0,0,2,0,1,0.559017,1,0.559017,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.239583,0
4,0,0,0,168568,168568,1,0,17758,32.3687,183300,168568,179641,175531,1.08739,0.087395,0.919629,1,0,0,0,1,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.364583,0
2,0,0,2,26948,27366.2,1,0.015281,7207,5.27905,29450.1,27157.1,29038.9,28829.8,1.08444,0.084435,0.929239,1.0077,0.007699,0,0,3,0,18.2483,0.75,18.2483,0.75,0,0,-1,3,2,0,0,1,1,0,2,0,0,1,1,0,0.333333,0.545455,0
4,0,0,0,118741,118741,1,0,14161,21.3596,130391,118741,125704,124312,1.09812,0.098116,0.91065,1,0,0,0,2,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.325758,0
3,0,0,2,139536,140087,1,0.003932,14569,23.0393,140314,139811,141967,142015,1.0036,0.003596,0.99838,1.00197,0.00197,0,0,1,0,1.41421,0.25,1.41421,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.564103,0
4,0,0,3,167347,169436,1,0.012329,15262,33.3862,177311,169436,178631,177792,1.04648,0.046477,0.955588,1,0,0,0,2,0,0,0.790569,0,0.790569,0,0,-1,3,2,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.408602,0
2,0,0,4,72841,73677.4,1,0.011352,11969,14.6096,77593,73677.4,78003.1,75141,1.05315,0.053146,0.949536,1,0,0,0,3,0,5,0.559017,5,0.559017,0,0,-1,3,2,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.529138,0
3,0,0,3,49629,50455.2,1,0.016376,9607,9.76538,53723.4,50455.2,53540,52123.1,1.06477,0.064774,0.939166,1,0,0,0,1,0,5,0.75,5,0.75,0,0,-1,3,2,2,1,0,0,1,4,1,1,0,0,1,0.5,0.705128,0
4,0,0,3,92915,95004,1,0.021988,12207,16.5813,100421,95004,107384,105992,1.05702,0.05702,0.946056,1,0,0,0,1,0,2,0.25,2,0.25,0,0,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,4,44729,45830.7,1,0.024038,9482,9.0542,53294,45830.7,52364.8,50439.6,1.16284,0.162845,0.85996,1,0,0,0,2,0,5,0.75,5,0.75,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
3,0,0,6,76640,78292.5,1,0.021107,12307,15.6707,80725.2,78017.1,79945,79118.7,1.03471,0.034712,0.969864,1.00353,0.00353,0,0,2,0,3,0.25,3,0.25,0,0,-1,3,2,1,0,1,1,0,3,1,0,1,1,0,0.5,0.78125,0
4,0,0,2,41531,42923.6,1,0.032445,8273,7.7561,54823.4,42923.6,50569.2,51268.5,1.27723,0.277232,0.782943,1,0,0,0,1,0,1.41421,0.5,1.41421,0.5,0,0,-1,3,1,2,0,0,0,0,2,1.5,0,0,0,0,0.25,0.423077,0
4,0,0,1,125189,125885,1,0.005531,15188,22.3218,137621,125885,133545,133174,1.09323,0.093228,0.914722,1,0,0,0,3,0,1,0,1,0,0,0,-1,3,0,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
4,0,0,1,96349,97045.3,1,0.007175,12808,17.7461,106284,97045.3,103312,104009,1.0952,0.095205,0.913071,1,0,0,0,3,0,1,0,1,0,0,0,-1,3,0,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.239583,0
4,0,0,1,25131,25827.3,1,0.026961,6954,4.75684,35655.8,25827.3,31397.9,29308.9,1.38055,0.380546,0.724351,1,0,0,0,2,0,1,0.353553,1,0.353553,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.333333,0
3,0,0,1,74983,75258.4,1,0.00366,12913,17.094,82378.6,75258.4,77186.3,77737.1,1.09461,0.09461,0.913568,1,0,0,0,1,0,1,0.25,1,0.25,0,0,-1,3,2,1,0,0,1,0,2,0.5,0,0,1,0,0.25,0.333333,0
4,0,0,1,198939,199635,1,0.003488,19011,38.0471,210984,199635,207991,206599,1.05685,0.056849,0.946209,1,0,0,0,1,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,1,0,0,0,0,0.166667,0.408163,0
4,1,6,7,31314,36188.2,1,0.134691,8834,7.72021,55230.5,40506,43687.5,43493.9,1.36352,0.363515,0.655222,0.893404,0.106596,0,0,2,0,2,0.25,2,0.25,0,0,-1,3,2,1,1,0,0,1,3,0.5,1,0,0,1,0.416667,0.333333,0
4,0,0,6,122822,127000,1,0.032897,14404,22.6953,135840,126304,137890,133437,1.0755,0.075502,0.934925,1.00551,0.005513,0,0,2,0,2,0.25,2,0.25,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.239583,0
4,0,0,4,77362,80147.3,1,0.034752,11372,16.0498,92411.4,80147.3,90592.1,87212.5,1.15302,0.153019,0.867288,1,0,0,0,4,0,2,0.559017,2,0.559017,0,0,-1,3,2,2,0,0,0,0,2,1.5,0,0,0,0,0.25,0.423077,0
4,0,0,0,82165,82165,1,0,11576,16.1948,89362.2,82165,92539.1,91475.5,1.08759,0.087594,0.91946,1,0,0,0,2,0,2,0.5,2,0.5,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,2,56621,58013.6,1,0.024005,10830,11.8281,64584.5,58013.6,67065.8,63940.5,1.11326,0.113264,0.898259,1,0,0,0,2,0,1,0,1,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,111856,112552,1,0.006187,13924,20.1025,124335,112552,119516,117427,1.10469,0.104687,0.905234,1,0,0,0,1,0,2,0.5,2,0.5,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6,30,81824,88096.8,1,0.071203,11828,16.2031,93946.7,109779,94517.1,92890.6,0.855779,0.144221,0.937731,0.80249,0.19751,0,0,38,-1,0,0,0,0,0,0,-1,2,0,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.615385,0
3,0,0,3,67973,68799.2,1,0.012009,10348,12.2383,71226.4,68523.8,72642,74924.2,1.03944,0.03944,0.965924,1.00402,0.004019,0,0,1,0,3,0.790569,3,0.790569,0,0,-1,3,2,2,0,0,0,0,2,1,0,0,0,0,0.166667,0.555373,0
3,0,0,0,62077,62077,1,0,11745,13.9421,68244.9,62077,64831.1,67256.2,1.09936,0.099359,0.909621,1,0,0,0,2,0,1,0.559017,1,0.559017,0,0,-1,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
4,0,0,1,206661,207357,1,0.003358,19829,40.678,217729,207357,214321,214593,1.05002,0.050019,0.952364,1,0,0,0,2,0,1,0.25,1,0.25,0,0,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,1,72278,72974.3,1,0.009542,12545,16.7063,86367.4,72974.3,79937.5,79937.5,1.18353,0.183531,0.844929,1,0,0,0,1,0,1.41421,0.707107,1.41421,0.707107,0,0,-1,3,1,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.166667,0
3,1,7,6,146387,148039,1,0.011162,16234,26.1392,153182,148866,151756,148254,1.02899,0.028993,0.966427,0.994447,0.005553,0,0,3,0,4,0.559017,4,0.559017,0,0,-1,3,2,2,1,0,0,1,4,1.5,2,0,0,2,0.916667,0.97616,0
1,2,4,2982,256901,425611,1,0.396394,21221,46.3591,454529,453321,426275,451510,1.00266,0.002664,0.936377,0.938872,0.061128,2,1,4,0,18.1108,1.06066,23.0868,0.790569,4,0.5,0,3,2,1,1,1,1,1,5,3,2,3,2,2,2.4,2.32893,1
1,2,5,1283,210992,283579,1,0.255967,20211,40.2698,296248,345952,287203,292805,0.856328,0.143672,0.957235,0.819707,0.180293,2,1,1,0,2.23607,0.353553,2.82843,0.901388,1.41421,0.559017,0,3,2,1,1,0,0,1,3,2,2,0,0,2,1.2,2.3957,1
2,2,4,1434,417080,716918,1,0.418232,26880,81.6079,776801,787225,770378,778259,0.986759,0.013241,0.92291,0.91069,0.08931,2,1,1,0,6.08276,0.75,6.08276,0.75,0,0,0,3,2,2,1,0,0,1,4,2,1,0,0,1,0.666667,2.13066,1
1,2,2,1601,204593,295171,1,0.306867,18866,35.3477,313203,355510,312870,295001,0.880996,0.119004,0.942429,0.830276,0.169724,2,1,6,0,5.38516,0.5,5.09902,0.5,1.41421,0.707107,0,1,1,1,1,1,1,1,5,3,2,2,2,2,2.2,2.3965,1
2,1,4,37,224336,232072,1,0.033336,21360,48.7568,257731,318879,233861,263570,0.80824,0.19176,0.900445,0.727775,0.272225,0,0,124,0,2.23607,0.559017,2.23607,0.790569,1,0.25,1,3,2,2,1,0,0,1,4,2,1,0,0,1,0.666667,1.50587,1
3,2,6,341,114795,208711,1,0.449981,15135,26.1892,211900,209720,213918,210459,1.01039,0.010394,0.984953,0.995191,0.004809,1,1,1,-1,0,0,0,0,0,0,-1,2,0,2,0,0,1,0,3,1,0,0,1,0,0.333333,0.991228,1
1,2,4,605,96416,130644,1,0.261997,12791,18.6023,131858,156756,136782,130738,0.841166,0.158834,0.990798,0.833426,0.166574,1,1,1,0,6.7082,1.06066,14.7648,0.707107,6.7082,1.06066,1,1,2,1,0,1,0,0,2,1,0,2,0,0,0.6,2.07143,1
4,1,1,41,181132,209681,1,0.136155,21929,55.6287,230682,242157,208288,249821,0.952615,0.047385,0.908961,0.865889,0.134111,0,0,6,0,1,0.901388,3,0.707107,1,0.75,0,3,2,2,1,1,1,1,6,2,1,2,1,1,1.16667,1.63702,1
1,2,2,514,141484,170564,1,0.170493,17285,31.9084,179705,179838,181589,170451,0.999261,0.000739,0.949132,0.948431,0.051569,1,1,1,1,15.5563,0.5,18.3848,0.707107,2.82843,0.5,0,3,1,1,1,1,1,1,5,2,2,2,2,2,2,1.86436,1
1,1,1,11,88243,88865.3,1,0.007003,12924,17.7202,89826.5,89373.9,88808.8,89883.1,1.00506,0.005064,0.9893,0.99431,0.00569,0,0,1,0,9.21954,0.901388,9.21954,0.901388,0,0,-1,1,2,0,1,1,1,1,4,0,3,1,2,3,1.8,1.63618,1
4,0,0,4,195710,198495,1,0.014032,19259,39.5837,267057,198495,210235,204534,1.34541,0.345409,0.743268,1,0,0,0,12,0,0,0.353553,0,0.353553,0,0,-1,3,2,2,0,1,0,0,3,1.5,0,2,0,0,0.583333,0.999593,1
4,1,0,28,79375,98872,1,0.197194,10440,21.8208,98872,119456,118342,101431,0.827686,0.172314,1,0.827686,0.172314,0,0,1,0,1,0.559017,2.23607,1.06066,2,0.25,0,3,2,1,0,0,0,0,1,0.5,0,0,0,0,0.083333,0.239583,1
